x,isPin,relationToFeature,vbar,mbar,thetabar,ybar,v,m,theta,y
0,true,-1,0,0,0,0,0,0,0.017533336578591373,0
0,true,1,0,0,0,0,-12232.040956761391,0,0.017533336578591373,0
0.1,,,11.876388363636364,0.593840725,5.5447362666938335e-12,1.386195671496407e-13,-12220.164568397755,-1222.610254951139,0.017533319452718153,0.0017533330869504917
0.2,,,23.750049454545454,2.375183922727273,4.4355423279758173e-11,2.2178202358106626e-12,-12208.290907306846,-2444.033007429551,0.017533268097274977,0.0035066627495579736
0.3,,,35.62098327272727,5.34375686590909,1.4969104889179434e-10,1.1227210133993212e-11,-12196.419973488664,-3664.2685301625083,0.01753318254552083,0.005259985566528462
0.4,,,47.48918981818183,9.499286827272728,3.5480296166623996e-10,3.548191421050939e-11,-12184.55176694321,-4883.3170958772835,0.017533062830707064,0.007013298119893495
0.5,,,59.354669090909105,14.841501079545457,6.929348708773684e-10,8.662181030605683e-11,-12172.686287670482,-6101.178977301151,0.017532908986077383,0.008766596995009354
0.6,,,71.21742109090911,21.370126895454547,1.1973228465102896e-9,1.7961076522430236e-10,-12160.823535670483,-7317.85444716138,0.01753272104486786,0.010519878780556317
0.7000000000000001,,,83.07744581818187,29.08489154772729,1.9011953192609504e-9,3.3273587080296577e-10,-12148.96351094321,-8533.343778185248,0.017532499040306928,0.012273140068537887
0.8,,,94.93474327272735,37.98552230909093,2.8377730805361316e-9,5.676066799849027e-10,-12137.106213488663,-9747.647243100022,0.017532243005615372,0.014026377454280025
0.8999999999999999,,,106.78931345454554,48.07174645227274,4.040269282453451e-9,9.091544428891889e-10,-12125.251643306847,-10960.765114632979,0.01753195297400635,0.015779587536430387
1,,,118.64115636363647,59.34329125000003,5.541889437841366e-9,1.3856313428822055e-9,-12113.399800397756,-12172.697665511392,0.017531628978685373,0.01753276691695757
1.1,,,130.49027200000012,71.79988397500006,7.375831420239166e-9,2.0286097326487187e-9,-12101.55068476139,-13383.445168462531,0.017531271052850315,0.019285912201150335
1.2,,,142.33666036363647,85.44125190000005,9.575285463896972e-9,2.8729813702629643e-9,-12089.704296397755,-14593.00789621367,0.01753087922969141,0.021039019997616846
1.2999999999999998,,,154.18032145454555,100.26712229772733,1.2173434163775751e-8,3.956956655259736e-9,-12077.860635306846,-15801.38612149208,0.01753045354239125,0.022792086918283914
1.4000000000000001,,,166.02125527272742,116.2772224409092,1.5203452475547318e-8,5.322063864705471e-9,-12066.019701488663,-17008.58011702504,0.017529994024124796,0.024545109578396233
1.5,,,177.85946181818196,133.47127960227283,1.8698507715594278e-8,7.0131483892693075e-9,-12054.18149494321,-18214.590155539816,0.017529500708059358,0.026298084596515583
1.6,,,189.69494109090925,151.84902105454557,2.2691759561010122e-8,9.078371969294215e-9,-12042.346015670482,-19419.41650976368,0.01752897362735462,0.028051008594520133
1.7,,,201.52769309090925,171.41017407045464,2.7216360049599145e-8,1.156921193086803e-8,-12030.513263670482,-20623.059452423913,0.017528412815162615,0.029803878197603606
1.7999999999999998,,,213.35771781818198,192.15446592272733,3.230545357987649e-8,1.4540460421894575e-8,-12018.68323894321,-21825.51925624778,0.01752781830462774,0.03155669003427456
1.9000000000000001,,,225.1850152727275,214.08162388409107,3.799217691106818e-8,1.805022364816474e-8,-12006.855941488664,-23026.796193962553,0.01752719012888676,0.033309440736355625
2,,,237.00958545454566,237.19137522727289,4.430965916311096e-8,2.215992110942751e-8,-11995.031371306846,-24226.89053829551,0.017526528321068796,0.03506212693898269
2.0999999999999996,,,248.83142836363655,261.4834472250001,5.1291021816652505e-8,2.6934284835461127e-8,-11983.209528397754,-25425.802561973916,0.017525832914295318,0.0368147452806042
2.2,,,260.65054400000025,286.9575671500002,5.896937871305138e-8,3.244135862214419e-8,-11971.390412761391,-26623.532537725063,0.01752510394168018,0.038567292402980374
2.3000000000000003,,,272.46693236363666,313.61346227500024,6.737783605437681e-8,3.875249726752658e-8,-11959.574024397754,-27820.080738276203,0.017524341436329572,0.040319764951182405
2.4,,,284.28059345454574,341.45085987272745,7.654949240340895e-8,4.594236580790068e-8,-11947.760363306847,-29015.447436354614,0.017523545431342068,0.042072159573591734
2.5,,,296.09152727272755,370.46948721590934,8.651743868363888e-8,5.408893875387254e-8,-11935.949429488664,-30209.63290468757,0.017522715959808585,0.043824472921899296
2.5999999999999996,,,307.899733818182,400.66907157727286,9.731475817926835e-8,6.327349932643268e-8,-11924.14122294321,-31402.637416002344,0.01752185305481241,0.0455767016511047
2.7,,,319.70521309090935,432.04934022954575,1.0897452653521015e-7,7.358063869302757e-8,-11912.335743670483,-32594.461243026213,0.017520956749429183,0.04732884241951555
2.8000000000000003,,,331.50796509090935,464.6100204454549,1.2152981175708766e-7,8.509825520363023e-8,-11900.532991670481,-33785.104658486445,0.017520027076726914,0.04908089188874659
2.9,,,343.307989818182,498.3508394977275,1.3501367421123522e-7,9.791755362681166e-8,-11888.73296694321,-34974.56793511031,0.01751906406976597,0.05083284672371898
3,,,355.1052872727275,533.2715246590913,1.494591666246981e-7,1.1213304438581201e-7,-11876.935669488665,-36162.85134562509,0.01751806776159908,0.052584703592659585
3.0999999999999996,,,366.8998574545456,569.371803202273,1.6489933408523218e-7,1.278425427946112e-7,-11865.141099306846,-37349.95516275804,0.017517038185271325,0.05433645916710011
3.2,,,378.6917003636366,606.6514024000006,1.8136721404130455e-7,1.4514716829400069e-7,-11853.349256397754,-38535.87965923645,0.017515975373820155,0.05608811012187641
3.3000000000000003,,,390.48081600000023,645.1100495250007,1.9889583630209268e-7,1.6415134368765366e-7,-11841.56014076139,-39720.62510778759,0.01751487936027538,0.0578396531351277
3.4,,,402.26720436363655,684.7474718500007,2.1751822303748506e-7,1.8496279437819688e-7,-11829.773752397756,-40904.19178113873,0.017513750177659177,0.05959108488829578
3.5,,,414.05086545454566,725.563396647728,2.3726738877808124e-7,2.0769254760328167e-7,-11817.990091306845,-42086.57995201714,0.017512587858986066,0.061342402066124305
3.5999999999999996,,,425.83179927272744,767.5575511909096,2.581763404151912e-7,2.3245493167165445e-7,-11806.209157488664,-43267.7898931501,0.017511392437262942,0.06309360135665801
3.7,,,437.61000581818206,810.7296627522735,2.8027807720083625e-7,2.5936757519922873e-7,-11794.43095094321,-44447.821877264876,0.017510163945489064,0.06484467945124188
3.8000000000000003,,,449.38548509090936,855.0794586045464,3.0360559074774803e-7,2.88551406345155e-7,-11782.655471670481,-45626.676177088746,0.017508902416656032,0.06659563304452051
3.9,,,461.1582370909093,900.6066660204555,3.281918650293692e-7,3.201306520478928e-7,-11770.882719670482,-46804.35306534897,0.017507607883747826,0.06834645883443725
4,,,472.9282618181821,947.3110122727281,3.540698763798535e-7,3.542328372612818e-7,-11759.11269494321,-47980.852814772836,0.017506280379740786,0.07009715352223346
4.1,,,484.6955592727275,995.1922246340916,3.8127259349406506e-7,3.909887841906119e-7,-11747.345397488663,-49156.17569808761,0.017504919937603596,0.07184771381244776
4.199999999999999,,,496.46012945454567,1044.2500303772733,4.098329774275792e-7,4.3053261152869555e-7,-11735.580827306845,-50330.32198802056,0.017503526590297316,0.07359813641291521
4.3,,,508.2219723636366,1094.4841567750009,4.397839815966824e-7,4.730017336919384e-7,-11723.818984397754,-51503.29195729898,0.01750210037077537,0.0753484180347667
4.4,,,519.9810880000002,1145.894331100001,4.7115855177837106e-7,5.185368600564096e-7,-11712.059868761391,-52675.08587865012,0.01750064131198352,0.07709855539242798
4.5,,,531.7374763636366,1198.480280625001,5.039896261103527e-7,5.672819941939134e-7,-11700.303480397755,-53845.70402480126,0.017499149446859912,0.07884854520361903
4.6000000000000005,,,543.4911374545457,1252.2417326227285,5.383101350910465e-7,6.193844331080616e-7,-11688.549819306845,-55015.146668479676,0.01749762480833505,0.08059838418935325
4.7,,,555.2420712727276,1307.1784143659102,5.741530015795812e-7,6.749947664703418e-7,-11676.798885488664,-56183.41408241263,0.017496067429331782,0.08234806907393676
4.8,,,566.990277818182,1363.2900531272735,6.115511407957972e-7,7.342668758561912e-7,-11665.05067894321,-57350.506539327405,0.017494477342765335,0.0840975965849675
4.9,,,578.7357570909095,1420.5763761795467,6.505374603202462e-7,7.973579339810668e-7,-11653.305199670482,-58516.424311951276,0.017492854581543288,0.08584696345333466
5,,,590.4785090909094,1479.0371107954556,6.911448600941893e-7,8.644284039365145e-7,-11641.562447670482,-59681.1676730115,0.017491199178565578,0.08759616641321767
5.1,,,602.2185338181821,1538.6719842477282,7.334062324195995e-7,9.356420384262439e-7,-11629.822422943209,-60844.736895235364,0.017489511166724515,0.08934520220208565
5.199999999999999,,,613.9558312727274,1599.4807238090916,7.773544619591604e-7,0.0000010111658790021965,-11618.085125488664,-62007.132251350136,0.017487790578904757,0.0910940675606966
5.3,,,625.6904014545457,1661.4630567522738,8.230224257362668e-7,0.0000010911702553006186,-11606.350555306846,-63168.354014083096,0.017486037447983327,0.09284275923309655
5.4,,,637.4222443636367,1724.6187103500015,8.704429931350236e-7,0.00000117582878427813,-11594.618712397754,-64328.40245616152,0.01748425180682961,0.09459127396661889
5.5,,,649.1513600000003,1788.9474118750013,9.196490259002463e-7,0.0000012653183694477967,-11582.889596761392,-65487.277850312654,0.01748243368830535,0.09633960851188346
5.6000000000000005,,,660.8777483636367,1854.448888600002,9.70673378137463e-7,0.0000013598192001152038,-11571.163208397755,-66644.9804692638,0.017480583125264654,0.09808775962279609
5.7,,,672.6014094545458,1921.1228677977292,0.0000010235488963129102,0.0000014595147506145214,-11559.439547306845,-67801.5105857422,0.017478700150553986,0.0998357240565474
5.8,,,684.3223432727275,1988.969076740911,0.0000010783084192535371,0.000001564591779544582,-11547.718613488663,-68956.86847247517,0.017476784797012177,0.10158349857361251
5.9,,,696.0405498181822,2057.987242702275,0.0000011349847781470038,0.000001675240329004948,-11536.000406943209,-70111.05440218994,0.01747483709747041,0.10333107993774986
6,,,707.7560290909094,2128.177092954548,0.0000011936107965416794,0.0000017916537238319808,-11524.284927670482,-71264.0686476138,0.017472857084752238,0.1050784649160007
6.1,,,719.4687810909094,2199.538354770457,0.0000012542192903466454,0.000001914028570834917,-11512.572175670482,-72415.91148147403,0.017470844791673563,0.10682565027868829
6.199999999999999,,,731.178805818182,2272.0707554227292,0.0000013168430678316937,0.0000020425647580319357,-11500.862150943209,-73566.5831764979,0.017468800251042665,0.10857263279941701
6.300000000000001,,,742.8861032727276,2345.7740221840936,0.0000013815149296273286,0.000002177465453886234,-11489.154853488664,-74716.08400541267,0.017466723495660166,0.1103194092550718
6.4,,,754.5906734545457,2420.6478823272755,0.000001448267668724761,0.0000023189371065420868,-11477.450283306845,-75864.41424094563,0.01746461455831906,0.11206597642581712
6.5,,,766.2925163636367,2496.6920631250027,0.0000015171340704759167,0.0000024671894430609332,-11465.748440397754,-77011.57415582406,0.0174624734718047,0.1138123310950965
6.6000000000000005,,,777.9916320000003,2573.9062918500035,0.0000015881469125934313,0.00000262243546865744,-11454.04932476139,-78157.56402277519,0.017460300268894797,0.11555847004963155
6.7,,,789.6880203636366,2652.2902957750034,0.0000016613389651506502,0.0000027848914659355674,-11442.352936397754,-79302.38411452631,0.017458094982359423,0.11730439007942128
6.8,,,801.3816814545456,2731.8438021727306,0.0000017367429905816305,0.0000029547769941246517,-11430.659275306845,-80446.03470380473,0.017455857644961017,0.11905008797774133
6.8999999999999995,,,813.0726152727274,2812.5665383159126,0.0000018143917436811402,0.0000031323148883154675,-11418.968341488664,-81588.5160633377,0.017453588289454373,0.12079556054114321
7,,,824.760821818182,2894.4582314772765,0.0000018943179716046588,0.0000033177312586963044,-11407.28013494321,-82729.82846585246,0.01745128694858664,0.1225408045694535
