x,isPin,relationToFeature,vbar,mbar,thetabar,ybar,v,m,theta,y
0,true,-1,0,0,0,0,0,0,0.0035069150769541212,0
0,true,1,0,0,0,0,-7264.265315384801,0,0.0035069150769541212,0
0.1,,,11.876388363636364,0.593840725,5.5447362666938335e-12,1.386195671496407e-13,-7252.388927021165,-725.8326908134802,0.003506904908631251,0.00035069116870511155
0.2,,,23.750049454545454,2.375183922727273,4.4355423279758173e-11,2.2178202358106626e-12,-7240.515265930256,-1450.477879154233,0.0035068744258391193,0.0007013803045772829
0.3,,,35.62098327272727,5.34375686590909,1.4969104889179434e-10,1.1227210133993212e-11,-7228.644332112074,-2173.935837749531,0.0035068236618367135,0.0010520653778326007
0.4,,,47.48918981818183,9.499286827272728,3.5480296166623996e-10,3.548191421050939e-11,-7216.776125566619,-2896.2068393266477,0.003506752649875382,0.0014027443620126694
0.5,,,59.354669090909105,14.841501079545457,6.929348708773684e-10,8.662181030605683e-11,-7204.910646293893,-3617.291156612855,0.0035066614231988344,0.0017534152339838446
0.6,,,71.21742109090911,21.370126895454547,1.1973228465102896e-9,1.7961076522430236e-10,-7193.047894293893,-4337.189062335426,0.00350655001504314,0.0021040759739364722
0.7000000000000001,,,83.07744581818187,29.08489154772729,1.9011953192609504e-9,3.3273587080296577e-10,-7181.187869566619,-5055.900829221634,0.003506418458636731,0.0024547245653841238
0.8,,,94.93474327272735,37.98552230909093,2.8377730805361316e-9,5.676066799849027e-10,-7169.330572112074,-5773.4267299987505,0.003506266787200397,0.0028053589951628293
0.8999999999999999,,,106.78931345454554,48.07174645227274,4.040269282453451e-9,9.091544428891889e-10,-7157.476001930256,-6489.767037394047,0.0035060950339472915,0.003155977253430318
1,,,118.64115636363647,59.34329125000003,5.541889437841366e-9,1.3856313428822055e-9,-7145.624159021165,-7204.922024134801,0.003505903232082927,0.0035065773336652533
1.1,,,130.49027200000012,71.79988397500006,7.375831420239166e-9,2.0286097326487187e-9,-7133.775043384801,-7918.8919629482825,0.0035056914148051763,0.0038571572326664655
1.2,,,142.33666036363647,85.44125190000005,9.575285463896972e-9,2.8729813702629643e-9,-7121.928655021165,-8631.67712656176,0.003505459615304275,0.004207714950552191
1.2999999999999998,,,154.18032145454555,100.26712229772733,1.2173434163775751e-8,3.956956655259736e-9,-7110.084993930256,-9343.277787702513,0.003505207866762817,0.00455824849075931
1.4000000000000001,,,166.02125527272742,116.2772224409092,1.5203452475547318e-8,5.322063864705471e-9,-7098.244060112074,-10053.694219097813,0.003504936202355758,0.004908755860042577
1.5,,,177.85946181818196,133.47127960227283,1.8698507715594278e-8,7.0131483892693075e-9,-7086.405853566619,-10762.92669347493,0.003504644655250415,0.00525923506847386
