x,isPin,relationToFeature,vbar,mbar,thetabar,ybar,v,m,theta,y
0,true,-1,0,0,0,0,0,0,0.004312772349363847,0
0,true,1,0,0,0,0,-2650.974479999997,0,0.004312772349363847,0
0.1,,,2.0083140000000004,0.10041570000000001,9.375722508669427e-13,2.3439306271673565e-14,-2648.966165999997,-264.9970322999997,0.004312768637515306,0.0004312771112002869
0.2,,,4.016628,0.40166280000000004,7.500578006935542e-12,3.750289003467772e-13,-2646.9578519999973,-529.7932331999993,0.0043127575057199715,0.0008625534801715015
0.3,,,6.024941999999999,0.9037412999999999,2.531445077340745e-11,1.898583808005559e-12,-2644.949537999997,-794.3886026999992,0.004312738959603277,0.0012938283652002356
0.4,,,8.033256,1.6066512000000002,6.000462405548434e-11,6.000462405548434e-12,-2642.941223999997,-1058.7831407999988,0.004312713004790656,0.0017251010251356262
0.5,,,10.041569999999998,2.5103925,1.1719653135836782e-10,1.4649566419795977e-11,-2640.9329099999973,-1322.9768474999985,0.004312679646907542,0.0021563707193893505
0.6,,,12.049883999999995,3.6149651999999994,2.0251560618725958e-10,3.0377340928088936e-11,-2638.924595999997,-1586.9697227999984,0.004312638891579369,0.0025876367079356324
0.7000000000000001,,,14.058197999999994,4.9203693,3.215872820473614e-10,5.627777435828825e-11,-2636.916281999997,-1850.7617666999981,0.004312590744431571,0.0030188982513112378
0.8,,,16.066511999999992,6.426604799999999,4.800369924438747e-10,9.600739848877495e-11,-2634.9079679999973,-2114.3529791999977,0.00431253521108958,0.003450154610615474
0.8999999999999999,,,18.07482599999999,8.133671699999995,6.834901708820009e-10,1.537852884484502e-10,-2632.899653999997,-2377.743360299997,0.00431247229717883,0.0038814050475101942
1,,,20.08313999999999,10.041569999999998,9.375722508669426e-10,2.3439306271673564e-10,-2630.891339999997,-2640.9329099999973,0.004312402008324755,0.004312648824219796
1.1,,,22.091453999999995,12.1502997,1.2479086659039006e-9,3.4317488312357274e-10,-2628.8830259999972,-2903.9216282999973,0.004312324350152788,0.004743885203531217
1.2,,,24.099767999999997,14.459860799999998,1.6201248494980762e-9,4.860374548494229e-10,-2626.874711999997,-3166.7095151999965,0.0043122393282883625,0.005175113448793937
1.2999999999999998,,,26.108082,16.970253299999996,2.0598462351546716e-9,6.694500264252682e-10,-2624.866397999997,-3429.2965706999958,0.004312146948356912,0.005606332823919986
1.4000000000000001,,,28.11639600000001,19.681477200000003,2.572698256378891e-9,9.004443897326119e-10,-2622.8580839999972,-3691.6827947999964,0.004312047215983871,0.006037542593383935
1.5,,,30.12471000000001,22.593532500000002,3.164306346675931e-9,1.186614880003474e-9,-2620.849769999997,-3953.8681874999957,0.004311940136794671,0.00646874202222289
1.6,,,32.13302400000001,25.706419200000006,3.8402959395509974e-9,1.536118375820399e-9,-2618.841455999997,-4215.852748799995,0.004311825716414748,0.00689993037603651
1.7,,,34.141338000000005,29.020137300000002,4.6062924685092885e-9,1.9576742991164475e-9,-2616.833141999997,-4477.636478699995,0.004311703960469533,0.007331106920986995
1.7999999999999998,,,36.149651999999996,32.534686799999996,5.467921367056008e-9,2.460564615175203e-9,-2614.824827999997,-4739.219377199995,0.0043115748745844625,0.007762270923799088
1.9000000000000001,,,38.157966,36.25006770000001,6.430808068696361e-9,3.0546338326307716e-9,-2612.816513999997,-5000.601444299995,0.004311438464384966,0.008193421651760076
2,,,40.16627999999999,40.16628,7.500578006935542e-9,3.75028900346777e-9,-2610.808199999997,-5261.782679999994,0.004311294735496481,0.008624558372719781
2.0999999999999996,,,42.17459399999998,44.28332369999998,8.682856615278754e-9,4.558499723021344e-9,-2608.799885999997,-5522.763084299993,0.004311143693544438,0.009055680355090585
2.2,,,44.18290799999999,48.6011988,9.98326932723121e-9,5.490798129977165e-9,-2606.7915719999974,-5783.542657199994,0.0043109853441542735,0.0094867868678474
2.3000000000000003,,,46.19122199999999,53.119905300000006,1.1407441576298098e-8,6.559278906371406e-9,-2604.783257999997,-6044.121398699994,0.004310819692951417,0.009917877180527685
