x,isPin,relationToFeature,vbar,mbar,thetabar,ybar,v,m,theta,y
0,true,-1,0,0,0,0,0,0,-0.002946846574225611,0
0,true,1,0,0,0,0,1811.3673599999427,0,-0.002946846574225611,0
0.1,,,-1.3722480000000001,-0.06861240000000002,-6.40627733565399e-13,-1.6015693339134976e-14,1809.9951119999428,181.06812359999427,-0.0029468440379804136,-0.00029468457287571597
0.2,,,-2.744496,-0.27444960000000007,-5.125021868523191e-12,-2.562510934261596e-13,1808.6228639999426,361.9990223999885,-0.0029468364318073334,-0.0005893686385984866
0.3,,,-4.116743999999999,-0.6175115999999998,-1.7296948806265768e-11,-1.2972711604699324e-12,1807.2506159999427,542.7926963999828,-0.0029468237595501354,-0.0008840516903677121
0.4,,,-5.4889920000000005,-1.0977983999999998,-4.100017494818552e-11,-4.100017494818553e-12,1805.8783679999426,723.4491455999771,-0.0029468060250525873,-0.0011787332217671688
0.5,,,-6.861240000000001,-1.71531,-8.007846669567482e-11,-1.0009808336959356e-11,1804.5061199999427,903.9683699999713,-0.002946783232158455,-0.00147341272676501
0.6,,,-8.233488000000001,-2.4700464,-1.383755904501261e-10,-2.0756338567518916e-11,1803.1338719999426,1084.3503695999655,-0.0029467553847115045,-0.0017680896997137655
0.7000000000000001,,,-9.605736,-3.362007600000001,-2.1973531261293183e-10,-3.8453679707263074e-11,1801.7616239999427,1264.59514439996,-0.002946722486555502,-0.002062763635350343
0.8,,,-10.977983999999998,-4.3911936,-3.280013995854842e-10,-6.560027991709684e-11,1800.3893759999426,1444.7026943999542,-0.0029466845415342157,-0.0023574340287960236
0.8999999999999999,,,-12.350231999999993,-5.557604399999998,-4.670176177691756e-10,-1.0507896399806448e-10,1799.0171279999427,1624.6730195999482,-0.00294664155349141,-0.0026521003755564684
1,,,-13.722479999999992,-6.861239999999999,-6.406277335653989e-10,-1.601569333913497e-10,1797.6448799999428,1804.5061199999427,-0.002946593526270853,-0.002946762171521714
1.1,,,-15.094727999999991,-8.302100399999999,-8.526755133755461e-10,-2.344857661782752e-10,1796.2726319999426,1984.2019955999372,-0.0029465404637163094,-0.003241418912966173
1.2,,,-16.46697599999999,-9.880185599999995,-1.1070047236010091e-9,-3.321014170803027e-10,1794.9003839999427,2163.760646399931,-0.0029464823696715462,-0.0035360700965486346
1.2999999999999998,,,-17.83922399999999,-11.59549559999999,-1.4074591306431806e-9,-4.5742421745903365e-10,1793.5281359999426,2343.182072399925,-0.0029464192479803303,-0.0038307152193122664
1.4000000000000001,,,-19.211472,-13.448030399999997,-1.7578825009034546e-9,-6.152588753162093e-10,1792.1558879999427,2522.46627359992,-0.002946351102486428,-0.004125353778684612
1.5,,,-20.583720000000003,-15.437789999999993,-2.1621186007832205e-9,-8.107944752937079e-10,1790.7836399999426,2701.613249999914,-0.002946277937033605,-0.004419985272477588
1.6,,,-21.95596800000001,-17.564774399999994,-2.6240111966838733e-9,-1.0496044786735496e-9,1789.4113919999427,2880.6230015999085,-0.0029461997554656285,-0.004714609198887495
1.7,,,-23.328216000000012,-19.828983599999994,-3.1474040550068032e-9,-1.3376467233778916e-9,1788.0391439999426,3059.4955283999025,-0.002946116561626264,-0.005009225056495001
1.7999999999999998,,,-24.700464000000014,-22.230417599999996,-3.736140942153403e-9,-1.6812634239690318e-9,1786.6668959999427,3238.2308303998966,-0.0029460283593592796,-0.005303832344265159
1.9000000000000001,,,-26.072712000000024,-24.769076400000007,-4.3940656245250695e-9,-2.0871811716494088e-9,1785.2946479999428,3416.8289075998914,-0.0029459351525084397,-0.005598430561547396
2,,,-27.444960000000027,-27.444960000000005,-5.1250218685231886e-9,-2.5625109342615947e-9,1783.9223999999426,3595.2897599998855,-0.002945836944917512,-0.005893019208075511
2.0999999999999996,,,-28.817208000000026,-30.258068399999996,-5.9328534405491535e-9,-3.1147480562883052e-9,1782.5501519999427,3773.613387599879,-0.0029457337404302625,-0.006187597783967686
2.2,,,-30.189456000000032,-33.208401600000016,-6.821404107004366e-9,-3.751772258852401e-9,1781.1779039999426,3951.7997903998744,-0.0029456255428904573,-0.006482165789726479
2.3000000000000003,,,-31.561704000000034,-36.29595960000003,-7.79451763429021e-9,-4.48184763971687e-9,1779.8056559999427,4129.848968399869,-0.002945512356141863,-0.006776722726238819
2.4,,,-32.933952000000026,-39.52074240000002,-8.856037788808071e-9,-5.3136226732848415e-9,1778.4334079999426,4307.760921599862,-0.0029453941840282467,-0.007071268094776016
2.5,,,-34.30620000000002,-42.88275000000003,-1.0009808336959356e-8,-6.256130210599597e-9,1777.0611599999427,4485.535649999857,-0.0029452710303933733,-0.007365801396993759
2.5999999999999996,,,-35.678448,-46.38198240000001,-1.1259673045145444e-8,-7.318787479344537e-9,1775.6889119999428,4663.17315359985,-0.002945142899081011,-0.007660322134932108
2.7,,,-37.050696,-50.018439600000036,-1.2609475679767748e-8,-8.511396083843228e-9,1774.3166639999426,4840.673432399845,-0.002945009793934925,-0.007954829811015507
2.8000000000000003,,,-38.422943999999994,-53.79212160000004,-1.4063060007227639e-8,-9.844142005059347e-9,1772.9444159999427,5018.036486399839,-0.002944871718798882,-0.008249323928052762
2.9,,,-39.79519199999998,-57.70302840000003,-1.562426979392651e-8,-1.1327595600596719e-8,1771.5721679999426,5195.2623155998335,-0.002944728677516648,-0.008543803989237075
3,,,-41.16743999999997,-61.75116000000003,-1.7296948806265767e-8,-1.2972711604699326e-8,1770.1999199999427,5372.350919999828,-0.0029445806739319905,-0.00883826949814601
3.0999999999999996,,,-42.539687999999956,-65.9365164,-1.908494081064679e-8,-1.479082912825126e-8,1768.8276719999426,5549.302299599822,-0.002944427711888674,-0.009132719958741516
3.2,,,-43.911935999999955,-70.25909760000002,-2.0992089573470993e-8,-1.6793671658776793e-8,1767.4554239999427,5726.116454399817,-0.0029442697952304676,-0.009427154875369916
3.3000000000000003,,,-45.28418399999995,-74.71890360000002,-2.3022238861139747e-8,-1.899334706044029e-8,1766.0831759999428,5902.793384399812,-0.002944106927801135,-0.009721573752761907
3.4,,,-46.65643199999993,-79.31593440000002,-2.5179232440054436e-8,-2.140234757404627e-8,1764.7109279999427,6079.333089599805,-0.002943939113444445,-0.010015976096032565
3.5,,,-48.02867999999992,-84.05019,-2.7466914076616475e-8,-2.403354981703942e-8,1763.3386799999428,6255.7355699998,-0.002943766356004162,-0.010310361410681342
3.5999999999999996,,,-49.40092799999991,-88.92167039999997,-2.988912753722724e-8,-2.6900214783504515e-8,1761.9664319999429,6432.000825599793,-0.0029435886593240533,-0.010604729202592068
3.7,,,-50.77317599999991,-93.93037559999999,-3.244971658828815e-8,-3.001598784416654e-8,1760.5941839999427,6608.128856399789,-0.0029434060272478853,-0.010899078978032953
3.8000000000000003,,,-52.1454239999999,-99.0763056,-3.515252499620057e-8,-3.3394898746390547e-8,1759.2219359999428,6784.119662399783,-0.0029432184636194246,-0.01119341024365657
3.9,,,-53.517671999999884,-104.35946039999995,-3.800139652736589e-8,-3.705136161418174e-8,1757.8496879999427,6959.973243599777,-0.0029430259722824366,-0.011487722506499886
4,,,-54.889919999999876,-109.77983999999994,-4.100017494818552e-8,-4.100017494818552e-8,1756.4774399999428,7135.6895999997705,-0.002942828557080689,-0.011782015273984231
4.1,,,-56.262167999999875,-115.33744439999991,-4.4152704025060836e-8,-4.525652162568735e-8,1755.1051919999427,7311.268731599765,-0.002942626221857947,-0.012076288053915323
4.199999999999999,,,-57.634415999999874,-121.03227359999988,-4.7462827524393234e-8,-4.983596890061289e-8,1753.7329439999428,7486.710638399758,-0.0029424189704579788,-0.012370540354483244
4.3,,,-59.00666399999988,-126.8643275999999,-5.0934389212584146e-8,-5.475446840352796e-8,1752.360695999943,7662.015320399752,-0.0029422068067245484,-0.01266477168426247
4.4,,,-60.378911999999886,-132.83360639999995,-5.457123285603493e-8,-6.002835614163843e-8,1750.9884479999428,7837.182777599749,-0.002941989734501424,-0.012958981552211835
4.5,,,-61.751159999999885,-138.94010999999992,-5.8377202221146954e-8,-6.567435249879032e-8,1749.6161999999429,8012.213009999742,-0.0029417677576323714,-0.013253169467674556
4.6000000000000005,,,-63.12340799999989,-145.18383839999993,-6.235614107432166e-8,-7.170956223546993e-8,1748.2439519999427,8187.106017599737,-0.002941540879961157,-0.013547334940378238
4.7,,,-64.49565599999988,-151.5647915999999,-6.651189318196039e-8,-7.815147448880347e-8,1746.8717039999428,8361.86180039973,-0.002941309105331547,-0.013841477480434843
4.8,,,-65.86790399999987,-158.08296959999987,-7.084830231046455e-8,-8.501796277255746e-8,1745.4994559999427,8536.480358399724,-0.0029410724375873083,-0.014135596598340723
4.9,,,-67.24015199999987,-164.73837239999992,-7.536921222623558e-8,-9.232728497713861e-8,1744.1272079999428,8710.961691599721,-0.002940830880572207,-0.014429691804976608
5,,,-68.61239999999985,-171.53099999999986,-8.007846669567481e-8,-1.0009808336959353e-7,1742.754959999943,8885.305799999715,-0.0029405844381300097,-0.014723762611607596
5.1,,,-69.98464799999984,-178.46085239999982,-8.497990948518366e-8,-1.0834938459360918e-7,1741.3827119999428,9059.512683599707,-0.002940333114104482,-0.015017808529883164
5.199999999999999,,,-71.35689599999982,-185.5279295999998,-9.007738436116352e-8,-1.1710059966951258e-7,1740.0104639999429,9233.5823423997,-0.0029400769123393913,-0.015311829071837172
5.3,,,-72.72914399999982,-192.7322315999998,-9.537473509001582e-8,-1.26371523994271e-7,1738.6382159999428,9407.514776399697,-0.002939815836678504,-0.01560582374988785
5.4,,,-74.10139199999982,-200.07375839999986,-1.0087580543814192e-7,-1.3618233734149166e-7,1737.2659679999429,9581.309985599692,-0.0029395498909655857,-0.01589979207683781
