x,isPin,relationToFeature,vbar,mbar,thetabar,ybar,v,m,theta,y
0,true,-1,0,0,0,0,0,0,0.007360957522616188,0
0,true,1,0,0,0,0,-4524.632639999813,0,0.007360957522616188,0
0.1,,,3.427752,0.1713876,1.6002304211660453e-12,4.000576052915114e-14,-4521.204887999814,-452.29187639998133,0.00736095118730395,0.000736095541071209
0.2,,,6.855503999999999,0.6855503999999999,1.280184336932836e-11,6.400921684664182e-13,-4517.777135999813,-904.2409775999627,0.00736093218776816,0.0014721898153200051
0.3,,,10.283256,1.5424883999999996,4.32062213714832e-11,3.2404666028612402e-12,-4514.349383999814,-1355.847303599944,0.007360900533610199,0.0022082815568041014
0.4,,,13.711008000000003,2.7422016,1.0241474695462687e-10,1.0241474695462686e-11,-4510.921631999813,-1807.1108543999253,0.00736085623443145,0.0029443695005413524
0.5,,,17.13876,4.28469,2.0002880264575558e-10,2.5003600330719444e-11,-4507.4938799998135,-2258.0316299999067,0.007360799299833295,0.003680452382509745
0.6,,,20.566511999999996,6.1699535999999995,3.4564977097186567e-10,5.184746564577985e-11,-4504.066127999813,-2708.609630399888,0.007360729739417118,0.00441652893964741
0.7000000000000001,,,23.994263999999994,8.397992400000001,5.488790344599535e-10,9.605383103049188e-11,-4500.638375999813,-3158.84485559987,0.007360647562784299,0.0051525979098526135
0.8,,,27.42201599999999,10.9688064,8.193179756370151e-10,1.63863595127403e-10,-4497.210623999813,-3608.7373055998505,0.007360552779536223,0.005888658031983763
0.8999999999999999,,,30.84976799999998,13.882395599999994,1.1665679770300462e-9,2.6247779483176036e-10,-4493.782871999813,-4058.2869803998315,0.007360445399274271,0.006624708045859395
1,,,34.27751999999998,17.138759999999994,1.6002304211660444e-9,4.0005760529151116e-10,-4490.355119999814,-4507.4938799998135,0.007360325431599827,0.007360746692258199
1.1,,,37.705271999999994,20.737899599999995,2.1299066905720054e-9,5.857243399073016e-10,-4486.927367999813,-4956.358004399795,0.007360192886114272,0.008096772712918993
1.2,,,41.133024,24.67981439999999,2.765198167774924e-9,8.295594503324772e-10,-4483.499615999814,-5404.879353599776,0.00736004777241899,0.00883278485054073
1.2999999999999998,,,44.560776000000004,28.964504399999985,3.515706235301798e-9,1.1426045264730841e-9,-4480.071863999813,-5853.057927599757,0.007359890100115362,0.00956878184878251
1.4000000000000001,,,47.988528000000024,33.5919696,4.3910322756796275e-9,1.5368612964878697e-9,-4476.6441119998135,-6300.8937263997395,0.007359719878804771,0.010304762452263569
1.5,,,51.41628000000003,38.56221,5.4007776714354005e-9,2.025291626788275e-9,-4473.216359999813,-6748.3867499997195,0.0073595371180886,0.011040725406563279
1.6,,,54.84403200000004,43.87522560000001,6.554543805096121e-9,2.621817522038448e-9,-4469.788607999813,-7195.536998399702,0.007359341827568232,0.01177666945822115
1.7,,,58.271784000000046,49.5310164,7.861932059188777e-9,3.34132112515523e-9,-4466.360855999813,-7642.344471599682,0.007359134016845048,0.012512593354736829
1.7999999999999998,,,61.69953600000005,55.529582399999995,9.332543816240371e-9,4.199644717308166e-9,-4462.933103999813,-8088.809169599663,0.007358913695520431,0.01324849584457011
1.9000000000000001,,,65.12728800000006,61.870923600000026,1.0975980458777905e-8,5.2135907179195046e-9,-4459.505351999814,-8534.931092399647,0.007358680873195764,0.013984375677140915
2,,,68.55504000000006,68.55504000000002,1.280184336932836e-8,6.400921684664179e-9,-4456.077599999813,-8980.710239999627,0.00735843555947243,0.01472023160282931
2.0999999999999996,,,71.98279200000006,75.58193159999999,1.4819733930418736e-8,7.780360313469834e-9,-4452.649847999814,-9426.146612399607,0.007358177763951811,0.01545606237297549
2.2,,,75.41054400000009,82.95159840000002,1.703925352457605e-8,9.371589438516827e-9,-4449.222095999813,-9871.24020959959,0.0073579074962352884,0.01619186673987981
2.3000000000000003,,,78.8382960000001,90.66404040000003,1.9470003534327275e-8,1.1195252032238183e-8,-4445.7943439998135,-10315.991031599571,0.007357624765924246,0.016927643456802734
2.4,,,82.2660480000001,98.71925760000002,2.2121585342199403e-8,1.3272951205319638e-8,-4442.366591999813,-10760.399078399552,0.007357329582620067,0.017663391277964884
2.5,,,85.69380000000011,107.11725000000004,2.5003600330719453e-8,1.5627250206699655e-8,-4438.938839999813,-11204.464349999535,0.007357021955924132,0.01839910895854702
2.5999999999999996,,,89.12155200000011,115.85801760000004,2.8125649882414397e-8,1.8281672423569353e-8,-4435.511087999813,-11648.186846399514,0.007356701895437826,0.01913479525469003
2.7,,,92.54930400000013,124.9415604000001,3.149733537981127e-8,2.126070138137261e-8,-4432.083335999813,-12091.566567599497,0.007356369410762529,0.019870448923494953
2.8000000000000003,,,95.97705600000015,134.3678784000001,3.512825820543703e-8,2.4589780743805922e-8,-4428.655583999814,-12534.603513599479,0.007356024511499624,0.020606068723022952
2.9,,,99.40480800000014,144.1369716000001,3.902801974181868e-8,2.8295314312818532e-8,-4425.227831999813,-12977.297684399458,0.007355667207250496,0.021341653412295335
3,,,102.83256000000016,154.24884000000014,4.3206221371483224e-8,3.240466602861241e-8,-4421.8000799998135,-13419.649079999439,0.007355297507616524,0.022077201751293553
